customer_id,first_name,last_name,gender,birthdate,address,city,state,zip_code,phone_number,email,occupation,annual_income,account_number,card_number,total_transactions,total_amount_spent,average_transaction_amount,max_transaction_amount,unique_transaction_descriptions,days_since_first_transaction,transaction_frequency,transaction_amount_to_income_ratio,age,risk_score
466,Aradhana,Gera,Male,1976-03-30,"51/14
Sarraf Path",Darbhanga,Tripura,6055,1081357025,trivedieta@example.com,"Engineer, materials",1304722,GB19JFZN6079653103331,4531641765213518,3.0,21474.0,7158.0,9449.0,2.0,327.0,0.0091743119266055,0.0164586785537455,48.0,1
467,Urishilla,Deshpande,Male,1980-11-25,"H.No. 002, Mallick Nagar",Ramagundam,Assam,764451,4087394954,samarthsubramanian@example.org,Advertising art director,1817828,GB09IJKJ9014147441194,4401072156436988,6.0,33827.0,5637.833333333333,8628.0,4.0,456.0,0.0131578947368421,0.0186084712084971,44.0,2
468,Lila,Arora,Female,1982-12-26,"503, Toor Chowk",Madanapalle,Punjab,102189,918147569109,kibeutkarsh@example.org,Paediatric nurse,1062926,GB82TYWD2541207381073,3539219684861669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0
469,Omisha,Bahri,Male,1993-01-21,"H.No. 53
Koshy Nagar",Mangalore,Nagaland,74229,2697624992,nagarajannidra@example.net,"Pharmacist, community",1230291,GB09CKXQ5917008091003,4841004703149,1.0,7186.0,7186.0,7186.0,1.0,0.0,0.0,0.0058408945525895,32.0,1
470,Lakshmi,Kade,Male,2003-04-19,"56
Bains",Howrah,Haryana,681436,919984795512,esawhney@example.net,Architectural technologist,225701,GB11LBID5441432694573,374311020444328,5.0,26729.0,5345.8,8334.0,4.0,404.0,0.0123762376237623,0.118426590932251,21.0,2
471,Kabir,Doshi,Female,1975-09-04,"91/40, Brahmbhatt Ganj",Durgapur,Nagaland,722453,5024292365,daksha57@example.org,Meteorologist,721373,GB63MZTA9048468893986,4778227038862786,6.0,47862.0,7977.0,9846.0,5.0,613.0,0.0097879282218597,0.0663484771401203,49.0,2
472,Charan,Kala,Female,1999-03-30,"499
Narang Circle",Machilipatnam,Andhra Pradesh,282943,184895695,charvirau@example.org,Community pharmacist,1498364,GB45XMIR2149790501675,345009013623215,6.0,30311.0,5051.833333333333,9534.0,5.0,523.0,0.011472275334608,0.0202293968621776,25.0,2
473,Warhi,Narasimhan,Male,1975-04-13,"14/47, Sura Chowk",Salem,Chhattisgarh,378731,917399836656,mgrewal@example.org,Catering manager,1315912,GB44SDMK0094256283499,372946151616780,3.0,16408.0,5469.333333333333,9921.0,3.0,229.0,0.0131004366812227,0.0124689188942725,49.0,1
474,Tanvi,Warrior,Female,1985-12-28,"H.No. 46, Sahota Chowk",Baranagar,Uttar Pradesh,942771,8158140875,balakrishnanradha@example.org,"Engineer, electronics",1053107,GB84BRYJ4833546222277,4143398849293472795,5.0,27000.0,5400.0,8169.0,3.0,288.0,0.0173611111111111,0.0256384204074229,39.0,1
475,Balveer,Bhat,Female,1982-06-12,"H.No. 32
Khalsa Street",Barasat,Uttarakhand,451990,6410196306,qushi53@example.org,"Editor, film/video",1847445,GB49DKZL6783257652865,5308593985809005,1.0,2456.0,2456.0,2456.0,1.0,0.0,0.0,0.0013294035817033,42.0,0
476,Inaya,Kapur,Male,2000-07-21,"80/508, Grover Street",Sikar,Uttarakhand,996628,6517789830,diya72@example.net,Health visitor,1088395,GB39QKCJ2248351056798,4703824901030762,7.0,37722.0,5388.857142857143,9839.0,5.0,527.0,0.0132827324478178,0.0346583731090275,24.0,2
477,Qasim,Dutt,Male,2002-11-18,"08
Badal Road",Ratlam,Karnataka,763921,913927270627,kabir27@example.org,"Designer, graphic",867203,GB85RDKL3990875939164,346735630444069,1.0,2946.0,2946.0,2946.0,1.0,0.0,0.0,0.0033971284693433,22.0,0
478,Krishna,Garg,Female,1991-03-26,"H.No. 51
Dash Marg",Navi Mumbai,Jharkhand,355800,4896605740,gautamchaudhry@example.org,Editorial assistant,646424,GB78WVNI6924272906560,4187345451237685,1.0,3733.0,3733.0,3733.0,1.0,0.0,0.0,0.0057748474685345,33.0,0
479,Amol,Pandit,Male,1991-03-10,"572, Kala Marg",Tirunelveli,Meghalaya,240144,914493169312,kamala76@example.net,Press photographer,1777569,GB65AKUG2491458568777,342640141807297,2.0,10907.0,5453.5,5895.0,2.0,669.0,0.0029895366218236,0.0061359080857058,34.0,1
480,Yug,Choudhury,Male,1977-10-19,"326
Roy",Sri Ganganagar,Kerala,863329,915090139398,nitaraprabhakar@example.com,Lawyer,1166268,GB27WBUQ1266551164449,676306610590,8.0,45136.0,5642.0,9867.0,5.0,560.0,0.0142857142857142,0.0387012247613756,47.0,2
481,Triveni,Char,Male,1980-05-20,"16, Sagar Chowk",Dewas,Bihar,424044,910775751078,onveergill@example.net,Public relations officer,1906410,GB89ZMMD9213915185548,2720279337676279,7.0,35939.0,5134.142857142857,8714.0,5.0,686.0,0.010204081632653,0.0188516635980717,44.0,2
482,Lajita,Bose,Male,1984-11-04,"398, Kashyap Nagar",Haldia,Maharashtra,906607,910547992219,msrivastava@example.net,Tax adviser,1511965,GB96VUPJ9129627130409,6011515961953362,3.0,20137.0,6712.333333333333,8138.0,2.0,461.0,0.0065075921908893,0.0133184299901122,40.0,1
483,Meghana,Walla,Female,1982-09-16,"43, Bhatt Street",Thrissur,Meghalaya,663830,4696192993,mchokshi@example.org,Sales promotion account executive,1559850,GB97KKZF2051885031544,4639776306343,8.0,48813.0,6101.625,9762.0,4.0,518.0,0.0154440154440154,0.031293393595538,42.0,2
484,Harinakshi,Jani,Female,2004-04-10,"H.No. 56, Misra Road",Haldia,Uttarakhand,462035,9678044111,tamannashah@example.org,"Lecturer, higher education",867739,GB03VYBD4080269685687,4717917023175186,3.0,9474.0,3158.0,3897.0,2.0,285.0,0.0105263157894736,0.0109180294996536,20.0,1
485,Advay,Maharaj,Female,1980-01-14,"39/789, Gopal Marg",Khora ,Madhya Pradesh,34386,913609617290,asangha@example.org,Contracting civil engineer,1822979,GB97EXRP3918539554861,2223598837927912,9.0,57586.0,6398.444444444444,9611.0,8.0,723.0,0.0124481327800829,0.0315889541239915,45.0,2
486,Tanay,Ahluwalia,Male,1989-10-24,"H.No. 56, Warrior Chowk",Dehri,Gujarat,367861,3623269245,narangchampak@example.net,"Scientist, research (physical sciences)",943849,GB52HOQV0725773891543,4750374013874,1.0,3131.0,3131.0,3131.0,1.0,0.0,0.0,0.003317267910439,35.0,0
487,Gabriel,Cherian,Male,1977-07-31,"90
Sunder Zila",Bathinda,Manipur,490593,915742411542,faraj74@example.net,Haematologist,1311914,GB76WPBU5704345771123,2238850721025052,2.0,12272.0,6136.0,9646.0,2.0,503.0,0.003976143141153,0.0093542716976875,47.0,1
488,Raksha,Sahni,Male,1982-05-25,"42/263, Bali Zila",Mira-Bhayandar,Andhra Pradesh,316976,9489582633,dayamaianand@example.org,"Teacher, special educational needs",1219856,GB91ILCS7113964256626,4526712126101,1.0,403.0,403.0,403.0,1.0,0.0,0.0,0.0003303668629739,42.0,0
489,Manya,Chahal,Female,1995-11-25,"15/64, Chana Ganj",Tiruchirappalli,Rajasthan,545206,9394092001,yohannanmeera@example.org,Adult guidance worker,1515860,GB24OXFA7951947365758,30024244406421,6.0,31000.0,5166.666666666667,8009.0,4.0,625.0,0.0096,0.0204504373754832,29.0,2
490,Anusha,Balasubramanian,Female,2002-04-28,"H.No. 33, Maharaj Ganj",Pallavaram,Uttar Pradesh,933362,912338049788,snaik@example.org,"Engineer, electronics",1040589,GB38TXBT4553986979539,6011147852650921,4.0,19485.0,4871.25,7170.0,3.0,538.0,0.0074349442379182,0.0187249721071431,22.0,1
491,Warda,Gaba,Male,1988-12-17,"48/87, Kalita Circle",Rourkela,Maharashtra,195866,7127907205,unnatimody@example.com,Private music teacher,1008959,GB07MJHY6636057283891,3547985117052148,5.0,22378.0,4475.6,7084.0,4.0,700.0,0.0071428571428571,0.022179295689914,36.0,1
492,Reva,Dube,Female,1990-07-22,"707
Merchant Ganj",Dindigul,Kerala,77490,915605637563,krishnanrobert@example.com,Advice worker,848254,GB64SBKI8669459803141,60457633638,9.0,43037.0,4781.888888888889,7863.0,4.0,506.0,0.0177865612648221,0.0507359823826353,34.0,2
493,Shivani,Subramanian,Female,1979-02-16,"67
Magar Nagar",Hindupur,West Bengal,237202,392186187,aroraaryan@example.net,"Scientist, marine",1413312,GB86YHVS0638815722220,6011794229371820,6.0,23053.0,3842.1666666666665,7386.0,4.0,566.0,0.0106007067137809,0.0163113311144319,46.0,1
494,Hemal,Devi,Female,1980-02-01,"01/58
Dara Street",Rewa,Sikkim,959505,916997664001,basakeesha@example.org,"Engineer, biomedical",1060316,GB12GIEM9585291046431,30492825075487,9.0,47054.0,5228.222222222223,9434.0,5.0,587.0,0.0153321976149914,0.0443773365675892,45.0,2
495,Bhanumati,Mall,Male,1996-08-31,"88
Nagy Ganj",Guwahati,Assam,958229,912943223659,dakshchander@example.org,Event organiser,1148166,GB31BOJA8335590767476,180097910781036,1.0,3676.0,3676.0,3676.0,1.0,0.0,0.0,0.0032016276392089,28.0,0
496,Megha,Srinivasan,Female,1984-08-11,"H.No. 43, Pandya Marg",Kakinada,Chhattisgarh,195071,3463605254,kchoudhury@example.net,Ambulance person,1486446,GB86WFGY1852418547246,370254937284375,1.0,2253.0,2253.0,2253.0,1.0,0.0,0.0,0.0015156958274972,40.0,0
497,Harita,Bhakta,Female,1984-03-18,"87, Sekhon Marg",Delhi,Karnataka,255940,3125669989,ishani42@example.com,"Therapist, nutritional",520121,GB12WETK8624941917979,3583229242910549,2.0,7160.0,3580.0,6024.0,1.0,348.0,0.0057471264367816,0.0137660275205192,41.0,1
498,Sneha,Om,Female,1994-10-07,"82, Contractor Nagar",Mysore,Andhra Pradesh,149319,918215687609,apanchal@example.net,Higher education careers adviser,566180,GB54DDDV4087823327907,578940790046,7.0,42925.0,6132.142857142857,9784.0,5.0,457.0,0.0153172866520787,0.0758151118019004,30.0,2
499,Indali,Solanki,Female,2000-05-02,"77/64, Ranganathan Road",Vijayawada,Manipur,404284,917222752821,omajadar@example.net,"Horticulturist, amenity",1383114,GB18PWBC1067789245071,38323980120440,2.0,13687.0,6843.5,9399.0,2.0,466.0,0.0042918454935622,0.0098957858860513,24.0,1
500,Rajata,Ray,Male,2004-06-26,"15/845
Chadha Street",Avadi,Telangana,697695,914856963507,ahluwaliagaurav@example.org,Commercial art gallery manager,823935,GB83NMRF9930517031032,2297969366287617,7.0,40095.0,5727.857142857143,8908.0,5.0,531.0,0.0131826741996233,0.0486628192757923,20.0,2
501,Bimala,Solanki,Female,1983-12-19,"H.No. 029
Yadav Zila",Ramagundam,Uttarakhand,33315,913764027798,irya13@example.net,Museum/gallery exhibitions officer,1489905,GB08ORBF6655027273681,4444048519062528970,2.0,17495.0,8747.5,9132.0,2.0,433.0,0.0046189376443418,0.0117423594121772,41.0,1
502,Akshay,Goel,Male,1984-03-31,"70/669
Chauhan Zila",Bhatpara,Haryana,896408,917165983139,aaravcheema@example.net,Editorial assistant,562650,GB62AWNR5176471708229,343861827183998,9.0,41506.0,4611.777777777777,9616.0,3.0,688.0,0.0130813953488372,0.0737687727717053,40.0,2
503,Upadhriti,Prasad,Female,1977-08-28,"862, Kalita Path",Karnal,Odisha,36551,2324795721,sankaranvincent@example.org,"Solicitor, Scotland",485084,GB02PRED2983168442723,30079498329893,1.0,7233.0,7233.0,7233.0,1.0,0.0,0.0,0.0149108195693941,47.0,1
504,Krishna,Majumdar,Female,1978-09-07,"93/609, Sandhu Nagar",Chapra,Tamil Nadu,909570,910238989212,aryansathe@example.net,Social researcher,1030077,GB56NDTE9569094685495,3519006557225369,2.0,15045.0,7522.5,9681.0,2.0,342.0,0.0058479532163742,0.0146057042337611,46.0,1
505,Indira,Mistry,Female,1994-02-12,"H.No. 217, Sahni Road",Dehri,Punjab,798101,2846342587,yatin77@example.net,Public affairs consultant,263538,GB76JCBL7181653677355,4430446556998431322,8.0,34486.0,4310.75,9293.0,6.0,656.0,0.0121951219512195,0.1308577890095546,31.0,2
506,Onkar,Balay,Male,2002-09-17,"34/08, Sharma Zila",Akola,Assam,399903,912732146480,charviahluwalia@example.org,Tourism officer,875879,GB69YFFR6747345736871,180051763677668,6.0,35428.0,5904.666666666667,9154.0,5.0,563.0,0.0106571936056838,0.0404485094402309,22.0,2
507,Hritik,Yogi,Male,1999-01-03,"H.No. 34, Lata Circle",Pimpri-Chinchwad,Himachal Pradesh,676029,919109966422,zbail@example.org,Management consultant,1189173,GB65NEYA1233460159101,4976091102688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0
508,Andrew,Oak,Female,1999-04-15,"H.No. 44, Vora Street",Jodhpur,Nagaland,961218,1897822444,kundaladli@example.net,Interpreter,1754026,GB33LACE4152380767054,3530079776712900,6.0,29567.0,4927.833333333333,8360.0,4.0,576.0,0.0104166666666666,0.0168566486471694,25.0,2
509,Kavya,Tella,Male,1975-10-01,"46/32, Bhatti Street",Tiruvottiyur,Bihar,489574,916750452371,bnayar@example.net,Museum/gallery conservator,337280,GB10QHOJ9927248073487,3529075467695183,9.0,50735.0,5637.222222222223,9502.0,6.0,570.0,0.0157894736842105,0.1504239800759013,49.0,2
510,Joshua,Subramanian,Female,2001-03-24,"084, Majumdar Street",Udaipur,Mizoram,598924,916284771742,ishanvidave@example.com,Maintenance engineer,1269579,GB96KTZO2609083478997,3582295302618877,5.0,21009.0,4201.8,7124.0,4.0,421.0,0.01187648456057,0.0165480052836412,23.0,1
511,Kashvi,Shere,Male,1990-08-23,"H.No. 637
Trivedi Marg",Bhopal,Rajasthan,648850,3081911799,aadiganguly@example.org,Radio producer,1773189,GB95QWGE3398858725963,4682953680809,7.0,41555.0,5936.428571428572,9073.0,4.0,443.0,0.0158013544018058,0.0234351780887429,34.0,2
512,Januja,Joshi,Female,1994-04-21,"96/56
Talwar Zila",Aurangabad,Gujarat,339813,5355569906,maya00@example.org,"Civil engineer, contracting",1486346,GB90CQKY6290865296558,213126805499247,2.0,15044.0,7522.0,9766.0,2.0,376.0,0.0053191489361702,0.0101214656614274,30.0,1
513,Vrishti,Tak,Male,1998-11-27,"64
Dara Path",Guwahati,Odisha,226539,4073154721,jeremiah75@example.org,Publishing rights manager,599911,GB73UJQA6870249466098,4556047327090,8.0,41386.0,5173.25,8517.0,6.0,616.0,0.0129870129870129,0.0689868997234589,26.0,2
514,Shivansh,Chakrabarti,Male,1990-05-22,"H.No. 34, Tiwari Circle",Bihar Sharif,Haryana,971676,7527270233,rachana78@example.com,Newspaper journalist,1596163,GB23RSJL1901292902362,2720858995027253,9.0,53339.0,5926.555555555556,9568.0,7.0,636.0,0.0141509433962264,0.0334170131747196,34.0,2
515,Qarin,Gade,Female,1977-03-26,"82/108, Bail Street",Sirsa,Kerala,327059,1651693968,zinal34@example.org,Heritage manager,747252,GB19RSTT9351319984134,38769975107562,8.0,19637.0,2454.625,8850.0,4.0,433.0,0.0184757505773672,0.0262789527495409,47.0,2
516,Nathan,Brar,Male,1990-02-07,"986, Salvi Circle",Ozhukarai,Kerala,236690,915721864180,urvashisarna@example.org,"Designer, graphic",844426,GB23JCIP3217819012343,2518218642079197,7.0,38273.0,5467.571428571428,9190.0,5.0,587.0,0.0119250425894378,0.0453242794513669,35.0,2
517,Faraj,Doshi,Male,2001-09-29,"89/917, Ghosh Zila",Howrah,Sikkim,191230,5283479872,rattabaghyawati@example.org,"Horticulturist, amenity",554505,GB39WMJG9437696762133,5247850474412160,8.0,39179.0,4897.375,8150.0,6.0,427.0,0.018735362997658,0.070655810136969,23.0,2
518,Maya,Khare,Male,1980-03-06,"099, Dewan Zila",Bhilwara,Arunachal Pradesh,351006,678853008,dugarbhavani@example.net,Hospital doctor,1728450,GB65TSDW8565285402817,3550796376026291,3.0,19923.0,6641.0,9364.0,3.0,269.0,0.0111524163568773,0.0115265121930052,45.0,1
519,Rushil,Varma,Female,1984-12-05,"29, Rout Path",Kollam,Tamil Nadu,980668,919491567777,tchauhan@example.com,"Merchandiser, retail",1109119,GB80CWNH4416190823704,676377417438,2.0,11196.0,5598.0,5783.0,2.0,368.0,0.0054347826086956,0.0100944984262283,40.0,1
520,Abeer,Tailor,Female,1993-07-24,"H.No. 77, Purohit Nagar",Yamunanagar,Chhattisgarh,133131,8345877754,duadominic@example.org,Records manager,208854,GB38AJAG2684375753672,4870677616778756376,4.0,18772.0,4693.0,9767.0,3.0,551.0,0.0072595281306715,0.0898809694810729,31.0,1
521,Champak,Raman,Female,1991-09-18,"40/502, Viswanathan Nagar",Secunderabad,Bihar,883928,916951630817,bavagunbir@example.net,Retail banker,564308,GB23JIQA6234326457862,2274656028916280,3.0,18103.0,6034.333333333333,8693.0,2.0,409.0,0.0073349633251833,0.0320799988658675,33.0,1
522,Omaja,Parekh,Male,1996-08-13,"72/238, Aurora Ganj",Dhule,Goa,617048,910989996018,sachi43@example.com,Video editor,1206413,GB93JQPU8696597013393,213162375587897,2.0,14458.0,7229.0,9444.0,2.0,391.0,0.0051150895140664,0.0119842873045963,28.0,1
523,Yamini,Sekhon,Male,1992-03-03,"15/36, Chandran Street",South Dumdum,Tamil Nadu,675557,425172812,bhavya48@example.com,Electronics engineer,1130517,GB92UPPO0738659801782,4803925426778972,5.0,26902.0,5380.4,8543.0,5.0,639.0,0.0078247261345852,0.0237961923615478,33.0,2
524,Shivani,Morar,Female,1986-09-09,"66/33
Purohit Zila",Jorhat,Himachal Pradesh,93558,8969521869,waida63@example.com,Higher education careers adviser,934811,GB47RMKW2299027745318,3511591167122484,5.0,17559.0,3511.8,6104.0,5.0,426.0,0.0117370892018779,0.0187834760181469,38.0,1
525,Anusha,Balan,Female,1982-10-11,"93, Kannan Chowk",Madurai,Kerala,191162,2162961105,zramesh@example.com,"Designer, exhibition/display",1262409,GB61PQUS3349708851006,4789260644428608,4.0,16528.0,4132.0,7009.0,4.0,179.0,0.0223463687150838,0.0130924288404154,42.0,1
526,Kamya,Bhagat,Male,1984-06-14,"H.No. 53, Malhotra Marg",Eluru,Rajasthan,724549,3507882399,asandal@example.org,Public librarian,698014,GB44NNMG8860863360614,4637062933438627,5.0,26441.0,5288.2,8563.0,4.0,151.0,0.0331125827814569,0.0378803290478414,40.0,2
527,Samar,Dora,Male,1979-06-29,"59/80, Mammen",Medininagar,Arunachal Pradesh,534624,919305607783,wgopal@example.com,Police officer,1979916,GB53OHFI8549254999647,3529756310630150,1.0,8026.0,8026.0,8026.0,1.0,0.0,0.0,0.0040537073289977,45.0,1
528,Meera,Ganesan,Female,1998-05-16,"68/23, Lalla Marg",Siwan,Odisha,556420,917484566266,rattaekta@example.net,Technical brewer,284120,GB16QNTX6935788466384,180033488358931,6.0,30260.0,5043.333333333333,9433.0,5.0,509.0,0.0117878192534381,0.1065042939602984,26.0,2
529,Eesha,Palla,Female,1999-09-04,"H.No. 60, Loyal",Salem,Tripura,224374,7917259008,palannidhi@example.com,Financial trader,269640,GB75OFJL9960719381114,4704935826365,5.0,20844.0,4168.8,7980.0,3.0,612.0,0.0081699346405228,0.0773030707610146,25.0,1
530,Veda,Sarraf,Female,2002-08-16,"18/548
Nagarajan",Ongole,Bihar,181318,144794844,aayushkohli@example.net,Engineering geologist,332420,GB79VQWB4343827848268,4092299150433695,4.0,16238.0,4059.5,7802.0,4.0,372.0,0.010752688172043,0.0488478430900667,22.0,1
531,Eesha,Khurana,Female,1977-06-09,"66
Dubey Chowk",Faridabad,Andhra Pradesh,422513,911255298653,zchauhan@example.org,Transport planner,323513,GB45YBWU4102389436999,502085147309,8.0,52076.0,6509.5,9385.0,6.0,488.0,0.0163934426229508,0.1609703474048956,47.0,2
532,Warinder,Ganesh,Male,1985-03-02,"H.No. 06
Raman Street",Kurnool,Maharashtra,208332,4340105124,hkara@example.com,"Engineer, biomedical",839633,GB12HMMY5328120548545,4300799601004613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0
533,Omya,Chandra,Male,1982-04-21,"H.No. 61, Dhillon Nagar",Nashik,Madhya Pradesh,696790,4697267060,goeltarak@example.com,Dietitian,737313,GB36NQXK9684608901364,501842468362,2.0,4895.0,2447.5,3923.0,1.0,89.0,0.0224719101123595,0.0066389715087079,42.0,0
534,Tamanna,Mohanty,Male,1980-06-01,"H.No. 359
Pathak Marg",Raipur,Bihar,183579,2285351160,bhavini93@example.net,Housing manager/officer,1240898,GB44WRPH4435428755348,2252831654622629,3.0,11356.0,3785.3333333333335,9603.0,3.0,515.0,0.0058252427184466,0.0091514371044195,44.0,1
535,Chakrika,Gokhale,Female,2003-11-04,"90/30, Khanna Circle",Bongaigaon,Tripura,415394,4775780091,gaganpatel@example.org,"Engineer, land",661119,GB88PSVG4598523379227,6582952021103648,5.0,30808.0,6161.6,9602.0,4.0,413.0,0.0121065375302663,0.0465997800698512,21.0,2
536,Mitesh,Sem,Female,2002-01-01,"89/022
Dass Circle",Bhiwani,Kerala,192200,9233348876,jagvi76@example.org,Fashion designer,545798,GB40VFTS3974760208291,4449346846554424,9.0,50509.0,5612.111111111111,9772.0,7.0,584.0,0.0154109589041095,0.0925415629958336,23.0,2
537,Gopal,Grewal,Male,2001-10-17,"048
Loke Circle",Vijayawada,Assam,249796,7546538390,vedikarama@example.net,Intelligence analyst,294639,GB68LRHW8735242839391,30040153024948,3.0,16215.0,5405.0,9859.0,3.0,376.0,0.0079787234042553,0.0550334477105882,23.0,1
538,Omaja,Nagar,Female,1989-09-20,"H.No. 73, Borra Chowk",Sri Ganganagar,Jharkhand,882248,5187585412,pallhardik@example.net,"Lecturer, further education",1620353,GB48NBRA9759469354418,4064968208529621,9.0,35487.0,3943.0,9064.0,5.0,610.0,0.0147540983606557,0.021900783347826,35.0,2
539,Udant,Bains,Male,1977-08-27,"896, Singhal Road",Coimbatore,Tripura,998215,915532757803,zansibasu@example.com,"Sound technician, broadcasting/film/video",1906576,GB19MBND8953500191927,4713618985204333264,7.0,34727.0,4961.0,7766.0,5.0,547.0,0.0127970749542961,0.0182143276743229,47.0,2
540,Advik,Garg,Male,2004-09-13,"H.No. 488, Dara Ganj",Kollam,Odisha,545155,6458004913,owadhwa@example.net,Clinical embryologist,1971940,GB36WVKN3231855392226,5471561694233396,2.0,9934.0,4967.0,8448.0,2.0,78.0,0.0256410256410256,0.0050376786311956,20.0,1
541,Oliver,Radhakrishnan,Male,1996-07-13,"09/20, Mukherjee",Tadepalligudem,Tripura,781749,915381738051,nidhidewan@example.com,"Engineer, agricultural",1016667,GB77MLMB8851055808819,4073475583970,2.0,3527.0,1763.5,2733.0,2.0,248.0,0.0080645161290322,0.003469179190433,28.0,0
542,Chatresh,Din,Female,1995-04-25,"924, Bala Ganj",Nellore,Maharashtra,601326,910861256378,jackson95@example.com,Emergency planning/management officer,1815491,GB26PTLX2042177525052,3519587081214201,6.0,27715.0,4619.166666666667,7258.0,2.0,568.0,0.0105633802816901,0.01526584268388,29.0,1
543,Geetika,Soman,Male,1981-08-30,"H.No. 799, Baral Ganj",Kulti,Manipur,448452,919655459619,wsunder@example.org,Professor Emeritus,682882,GB90ZDDG6439867516681,3545870545522221,8.0,57940.0,7242.5,9959.0,7.0,403.0,0.0198511166253101,0.0848462838382033,43.0,2
544,Samaksh,Natarajan,Male,1990-08-13,"246
Dalal Chowk",Amaravati,Assam,256207,170582,urishillaamble@example.com,Freight forwarder,1756603,GB17JFCN6467665636220,2449066274239256,7.0,40859.0,5837.0,9218.0,5.0,475.0,0.0147368421052631,0.0232602358074078,34.0,2
545,Advaith,Kumer,Male,1984-06-25,"813
Mane Nagar",Srikakulam,Arunachal Pradesh,360028,918438015417,kalitapatrick@example.net,Best boy,655296,GB06FTVF8428243258869,4936504238040121749,7.0,34183.0,4883.285714285715,9463.0,5.0,457.0,0.0153172866520787,0.0521642128137513,40.0,2
546,Ekaraj,Dixit,Female,1991-03-12,"01/972, Khurana",Tirupati,Arunachal Pradesh,999537,871470333,sarinjagvi@example.net,"Nurse, mental health",1584841,GB93MWFB7103996883290,3592912864319649,2.0,11806.0,5903.0,8480.0,2.0,14.0,0.1428571428571428,0.0074493277243584,34.0,1
547,William,Vasa,Female,2004-10-12,"H.No. 24
Kaur",Agra,Haryana,957264,9379595024,dattayatan@example.com,Psychiatric nurse,825612,GB73TJVP6881421596641,3502924563083318,3.0,13280.0,4426.666666666667,6572.0,1.0,388.0,0.0077319587628865,0.0160850375236794,20.0,1
548,Amruta,Khosla,Female,1993-05-19,"70/908
Keer",Sirsa,Chhattisgarh,673996,915894954985,deepirya@example.net,Human resources officer,1628476,GB48BEKA8571955080035,4876744452436799,3.0,13903.0,4634.333333333333,6565.0,3.0,263.0,0.0114068441064638,0.0085374300880086,31.0,1
549,Anamika,Balan,Female,1986-01-15,"45/761
Mani Road",Rajpur Sonarpur,Sikkim,396515,917647023604,lmand@example.net,"Engineer, control and instrumentation",1189113,GB52OWIH1123182988011,6011766764937546,2.0,17424.0,8712.0,9217.0,2.0,103.0,0.0194174757281553,0.0146529387871463,39.0,1
550,Jeevika,Dhillon,Male,1982-09-21,"13/47, Panchal Ganj",Anantapur,Himachal Pradesh,805007,9390514681,chamantata@example.com,Bookseller,1234448,GB75RPYF1570236377990,4755814453440219,9.0,42116.0,4679.555555555556,8874.0,6.0,628.0,0.0143312101910828,0.0341172734695993,42.0,2
551,Meera,Balakrishnan,Female,1978-10-04,"53/24, Hans Nagar",Anantapuram,Tripura,792040,912725297365,ahanda@example.net,Set designer,639290,GB98BICR3030898782345,2705214010807056,6.0,40464.0,6744.0,9456.0,3.0,691.0,0.0086830680173661,0.0632952181326158,46.0,2
552,Osha,Banik,Male,1999-10-05,"H.No. 742
Ahluwalia Marg",Davanagere,Uttarakhand,631389,917055391143,chanakya20@example.org,Local government officer,1168583,GB35WMFD7415244536280,3529835329850973,7.0,39865.0,5695.0,9009.0,5.0,584.0,0.011986301369863,0.0341139653751594,25.0,2
553,Darika,Bhatnagar,Male,1981-05-08,"29
Prabhakar Road",Jorhat,Tripura,863245,910355148076,zayyan91@example.com,Pensions consultant,1956197,GB94HVEG8356310324718,213171495983332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0
554,Gauri,Sathe,Female,1985-12-21,"H.No. 02, Palla Path",Nashik,Chhattisgarh,365548,6678974719,jagdish40@example.com,Field trials officer,821669,GB14XYLH3989191531065,3542828560048095,7.0,35107.0,5015.285714285715,8935.0,5.0,392.0,0.0178571428571428,0.0427264506753936,39.0,2
555,Alka,Mammen,Female,1976-05-25,"64/41
Saxena Zila",Ichalkaranji,Rajasthan,759227,2880161760,upasna93@example.org,Best boy,1804980,GB87ABMF8315264571581,4967549871242448551,2.0,10219.0,5109.5,5432.0,2.0,329.0,0.0060790273556231,0.0056615585768263,48.0,1
556,Bhavini,Palan,Female,2001-06-02,"23
Shanker Street",Khammam,Telangana,165421,7249859313,karanjatin@example.net,Land,1767621,GB30WVAA1024223556085,4036246785408358265,9.0,44819.0,4979.888888888889,8411.0,4.0,701.0,0.0128388017118402,0.0253555485027616,23.0,2
557,Lohit,Babu,Male,1979-03-01,"82
Bath Circle",Rajpur Sonarpur,Maharashtra,795816,300148705,knagi@example.org,Curator,546433,GB55HZUC7280756442270,3589125992437473,9.0,39762.0,4418.0,9499.0,6.0,661.0,0.0136157337367624,0.0727664690822113,46.0,2
558,Veda,Minhas,Female,1977-09-24,"H.No. 918, Banerjee Chowk",Salem,Madhya Pradesh,752268,4491434434,devansh74@example.com,"Engineer, communications",238663,GB93RTRZ7594448342365,6011312352089000,6.0,26893.0,4482.166666666667,9910.0,4.0,594.0,0.0101010101010101,0.1126818987442544,47.0,2
