customer_id,first_name,last_name,gender,birthdate,address,city,state,zip_code,phone_number,email,occupation,annual_income,account_number,card_number,total_transactions,total_amount_spent,average_transaction_amount,max_transaction_amount,unique_transaction_descriptions,days_since_first_transaction,transaction_frequency,transaction_amount_to_income_ratio,age
521,Girindra,Rana,Female,2003-01-17,"49/46, Samra Circle",Mehsana,Rajasthan,834899,918681576766,leena36@example.com,"Surveyor, quantity",319104,GB92BXSR8878676181313,6594759797748845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
522,Yasti,Dhar,Male,2004-07-16,"H.No. 28, Jayaraman Marg",Gulbarga,Assam,597495,910925915704,mitterrachita@example.org,"Investment banker, corporate",1542963,GB59BVEV8980706706246,3523308932327199,7.0,27022.0,3860.285714285714,8963.0,6.0,645.0,0.010852713178294573,0.017513057668913642,20.0
523,Gavin,Chaudry,Female,1985-03-20,"46/34
Rout Circle",Secunderabad,Maharashtra,249605,919576083225,timothy07@example.com,Firefighter,1300947,GB66CIBQ9483472812714,4756371794556,8.0,47629.0,5953.625,9724.0,5.0,710.0,0.011267605633802818,0.03661102258585477,39.0
524,Balendra,Khosla,Male,1993-01-03,"00
Natarajan",Nagaon,Sikkim,155940,918354285064,dominicsaran@example.org,Holiday representative,936146,GB45VTGO2038900560582,4324181370616871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
525,Chakradhar,Sengupta,Female,1979-04-27,"80/03, Khare Chowk",Panvel,Meghalaya,321298,2468322853,modiwazir@example.com,Race relations officer,1189785,GB27CXTB6050875046654,4411997780839918,8.0,44173.0,5521.625,9469.0,6.0,705.0,0.011347517730496455,0.03712687586412671,45.0
526,Tanvi,Ganguly,Female,1987-07-12,"587
Hans Circle",Mangalore,Chhattisgarh,414726,914464458537,prakashnaveen@example.org,Dancer,1544967,GB48RVLB5024045038761,4079394835619748,5.0,34008.0,6801.6,8799.0,4.0,621.0,0.008051529790660225,0.022012120647237125,37.0
527,Januja,Mitter,Male,1999-12-14,"10/67
Raja Road",Thanjavur,Tamil Nadu,209246,3291641108,chaudryzarna@example.com,Aeronautical engineer,1365947,GB34SSQF3940800053841,4981846894765735,9.0,20503.0,2278.1111111111113,6426.0,6.0,493.0,0.018255578093306288,0.015010099220540767,25.0
528,Harinakshi,Narula,Female,2003-01-13,"86
Bhargava Path",Aizawl,Uttar Pradesh,272007,4602784766,balasubramanianyatan@example.org,Forensic psychologist,1683687,GB64OTJX1661459305842,4491820967013542852,7.0,46173.0,6596.142857142857,9869.0,6.0,254.0,0.027559055118110236,0.027423743249190616,22.0
529,Nakul,Sem,Male,1975-08-31,"837
Bhargava Ganj",Gurgaon,Tamil Nadu,857625,912136026900,tsavant@example.com,"Editor, commissioning",1067730,GB70ECEV9896148048598,676367043418,5.0,28489.0,5697.8,8648.0,4.0,447.0,0.011185682326621925,0.0266818390417053,49.0
530,Kalpit,Parekh,Female,1982-07-24,"15/13, Pandit",Amravati,Gujarat,21644,911639501691,lsridhar@example.org,Chief Operating Officer,996640,GB58NKDX7140362135425,5312398823701453,2.0,10867.0,5433.5,6395.0,2.0,453.0,0.004415011037527594,0.010903636217691443,42.0
531,Guneet,Babu,Male,1978-09-12,"44/920
Dass Circle",Malegaon,Tamil Nadu,836550,9055907133,jjani@example.com,Chiropractor,627786,GB43KAPV4903513955661,30384943321010,7.0,39244.0,5606.285714285715,9554.0,5.0,581.0,0.012048192771084338,0.06251174763374781,46.0
532,Lakshmi,Gala,Female,2004-01-30,"H.No. 38, Patil Ganj",Pune,Punjab,933759,4236514861,yohannanhema@example.org,Television floor manager,1149128,GB76KXOD7986482240102,3582953075519561,9.0,44105.0,4900.555555555556,9640.0,7.0,450.0,0.02,0.038381276933466074,21.0
533,Ayaan,Bhatia,Female,1980-10-24,"19/756
Mangal Zila",Ulhasnagar,Maharashtra,289734,910190454879,sanayaraj@example.org,"Librarian, public",1338035,GB39CSQW3841382056489,347228614564432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
534,Shivansh,Subramanian,Female,1993-01-16,"05, Dhar Zila",Hospet,Arunachal Pradesh,562867,9797285840,iseth@example.net,"Scientist, product/process development",401363,GB28PXVK3287159063337,4244604750388929671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
535,Matthew,Pathak,Female,1999-09-14,"78/24, Sane Nagar",Bangalore,Madhya Pradesh,834675,918686529821,anya50@example.com,Sports development officer,434343,GB31IQSF6918632924813,36028334471009,9.0,35654.0,3961.5555555555557,8353.0,6.0,637.0,0.0141287284144427,0.08208719836626813,25.0
536,Charvi,Bains,Female,1998-02-19,"99, Sandhu Zila",Arrah,Tamil Nadu,707739,9636780821,saiaurora@example.net,Amenity horticulturist,1169812,GB50BRRL6821450350622,2221049962588337,7.0,46144.0,6592.0,9516.0,5.0,531.0,0.013182674199623353,0.039445654515426413,26.0
537,Adya,Pillay,Male,1985-02-06,"H.No. 590, Pillay Road",Sultan Pur Majra,Odisha,109537,9164993278,rmadan@example.com,Database administrator,625249,GB29IMRW4540273385030,4100795684262096,5.0,17017.0,3403.4,5841.0,3.0,654.0,0.00764525993883792,0.027216357003369857,40.0
538,Xavier,Deshmukh,Female,1983-05-22,"H.No. 83, Rattan Ganj",Shimoga,Uttarakhand,188179,5082863703,odhar@example.org,Field seismologist,927794,GB12KRFR9672203890965,2657238191767498,6.0,23580.0,3930.0,7960.0,4.0,441.0,0.013605442176870748,0.025415124478063017,41.0
539,Elijah,Raval,Male,2002-04-28,"21, Pai Chowk",Hajipur,Sikkim,720500,915528332328,yogitheodore@example.net,Armed forces operational officer,1359881,GB74NDQS6034553548162,30115563613777,8.0,46548.0,5818.5,9468.0,5.0,652.0,0.012269938650306749,0.034229465666481114,22.0
540,Agastya,Srivastava,Male,1992-09-06,"H.No. 71
Pillai Path",Thanjavur,Uttar Pradesh,171802,8056968368,chakrabartijanaki@example.org,Petroleum engineer,951366,GB67WJTV7777735085172,370571242358382,8.0,30997.0,3874.625,7636.0,5.0,617.0,0.012965964343598054,0.0325815721814738,32.0
541,Dominic,Rout,Male,1981-02-04,"116, Mitter Chowk",Kulti,Chhattisgarh,821379,807999847,manthan28@example.org,Music tutor,233249,GB16MSPH0919835968814,4301620359021790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
542,Warinder,Dass,Male,1976-02-12,"83
Batra Nagar",Bhilai,Gujarat,672735,919198438742,niteshvarghese@example.net,"Therapist, sports",591985,GB31FADP7344568040435,4555990764877300014,9.0,50455.0,5606.111111111111,8780.0,6.0,631.0,0.014263074484944533,0.08523020008952929,49.0
543,Nachiket,Sandhu,Female,2003-10-21,"16/228
Bhat Circle",Pudukkottai,Nagaland,945889,6637587778,jackson00@example.com,Broadcast presenter,1201356,GB84ZDNR2761817446636,568973998020,3.0,14093.0,4697.666666666667,7252.0,2.0,252.0,0.011904761904761904,0.011730910737533254,21.0
544,Chanchal,Wali,Female,1977-04-18,"407, Gopal Chowk",Surendranagar Dudhrej,Andhra Pradesh,304123,2399098564,kotharijanya@example.com,Counsellor,342485,GB05OZIZ0503420955985,3532022641343558,5.0,23235.0,4647.0,9504.0,3.0,265.0,0.018867924528301886,0.0678423872578361,47.0
545,Aashi,Bobal,Female,1988-01-21,"54
Narasimhan",Jalna,Karnataka,765856,4556525791,pranit11@example.com,"Scientist, research (medical)",1463449,GB24QFVS9168776008460,180005451949953,3.0,18439.0,6146.333333333333,8744.0,3.0,192.0,0.015625,0.012599687450673034,37.0
546,Aarav,Koshy,Female,1986-07-27,"H.No. 726, Dugal Street",Khandwa,Bihar,534472,8916999557,gchawla@example.com,"Scientist, research (life sciences)",767653,GB50MGGG3444688523544,2720713461028162,4.0,17362.0,4340.5,7893.0,3.0,377.0,0.010610079575596816,0.022616989707589238,38.0
547,Krishna,Gill,Female,2004-10-02,"83, Krishna",Bhind,Haryana,374742,919305921039,walisuhani@example.org,Outdoor activities/education manager,566521,GB66OYQP2295680283136,3516284770912906,4.0,12633.0,3158.25,8271.0,3.0,396.0,0.010101010101010102,0.022299261633725847,20.0
548,Yoshita,Modi,Male,1993-09-10,"34/519, Bala",Parbhani,Tamil Nadu,982896,8811634439,anamika10@example.com,"Editor, film/video",1130609,GB11IWDQ4032021780504,2348571378441767,2.0,9042.0,4521.0,6530.0,2.0,28.0,0.07142857142857142,0.007997459776102967,31.0
549,Om,Sekhon,Male,2003-08-12,"H.No. 658
Kumar Circle",Shimla,Kerala,542691,2572546029,charvi21@example.org,Counsellor,1799588,GB46FPIK7565329815548,30140368496582,4.0,28155.0,7038.75,9556.0,3.0,521.0,0.007677543186180422,0.01564524769002683,21.0
550,Bishakha,Mody,Female,1975-06-13,"H.No. 23
Kala Circle",Bhatpara,Manipur,71089,912233729669,aom@example.com,Chief Executive Officer,717811,GB85NYBP3265447898937,4859956374973607,2.0,10130.0,5065.0,8833.0,1.0,218.0,0.009174311926605505,0.01411234990826276,49.0
551,Sara,Mishra,Male,1982-04-27,"42/060
Kant",Silchar,Mizoram,279803,8476699131,nchand@example.org,Textile designer,1640279,GB82LHXK1315111646850,30583712382240,6.0,23863.0,3977.1666666666665,8786.0,5.0,505.0,0.011881188118811881,0.014548134799018947,42.0
552,Zashil,Contractor,Male,1978-04-25,"H.No. 693
Desai Marg",Kozhikode,Chhattisgarh,65396,5717854453,falan15@example.org,"Scientist, research (physical sciences)",1391138,GB27MZTF7026307537847,6568610309263876,2.0,11614.0,5807.0,9061.0,1.0,199.0,0.010050251256281407,0.008348560674785678,46.0
553,Nisha,Palla,Male,1996-07-18,"75/53
Dyal Circle",Danapur,Himachal Pradesh,431197,6505454163,pshroff@example.org,Neurosurgeon,650930,GB72WEXK8280731425029,4653378200093,4.0,15393.0,3848.25,5158.0,4.0,433.0,0.009237875288683603,0.023647704054199376,28.0
554,Fariq,Ranganathan,Male,1995-10-07,"06, Sankar Marg",Tinsukia,Tamil Nadu,839592,4847555012,zmurthy@example.net,"Education officer, environmental",1144236,GB09IYEG3074526097808,2230745264719012,3.0,9751.0,3250.3333333333335,6602.0,3.0,188.0,0.015957446808510637,0.008521843395942795,29.0
555,Veda,Kale,Male,1987-02-18,"222, Bhagat Nagar",Ambarnath,Nagaland,883356,9568154926,saumya54@example.net,Claims inspector/assessor,344319,GB05PWHR2032187918797,349718613762605,7.0,35708.0,5101.142857142857,8967.0,6.0,695.0,0.010071942446043165,0.10370615620979383,37.0
556,Ekaja,Ramaswamy,Female,2002-08-31,"H.No. 81
Kota Chowk",Hyderabad,Andhra Pradesh,861840,9717923,tailorgauri@example.net,Art therapist,1267387,GB37ZOVO1973007878173,4987130235454,1.0,1140.0,1140.0,1140.0,1.0,0.0,0.0,0.0008994884751066564,22.0
557,Rachita,Sundaram,Male,1980-07-26,"H.No. 802, Nigam Zila",Munger,Madhya Pradesh,178556,3795735784,malhotravansha@example.net,"Engineer, maintenance",1739074,GB02KTAZ9220942384517,3500423199803647,7.0,35228.0,5032.571428571428,9290.0,6.0,427.0,0.01639344262295082,0.020256757331775416,44.0
558,Zarna,Savant,Male,1996-06-24,"63
Savant Street",Srikakulam,Andhra Pradesh,578880,1274566614,ladupadhriti@example.com,Magazine journalist,1351522,GB26NOJM2979971524712,180015912335502,9.0,48978.0,5442.0,8890.0,6.0,640.0,0.0140625,0.03623914372093092,28.0
559,Abeer,Nadig,Female,1994-08-03,"00/587
Kothari Street",Nanded,Maharashtra,793297,7057199423,arinsaini@example.net,Chief Financial Officer,968259,GB84DQMR7330446071051,676142258919,1.0,456.0,456.0,456.0,1.0,0.0,0.0,0.00047094837228468827,30.0
560,Chaitanya,Arya,Male,1991-01-13,"H.No. 57
Pall Road",Karaikudi,Nagaland,628505,915917803555,asubramaniam@example.net,"Lighting technician, broadcasting/film/video",1015178,GB30TOEO2140752559463,3574260733548689,5.0,13968.0,2793.6,8499.0,4.0,346.0,0.014450867052023121,0.013759163417646955,34.0
561,Vrinda,Rajagopal,Female,1991-10-21,"H.No. 198
Lanka Zila",Ghaziabad,Tamil Nadu,344582,1835438055,xlad@example.org,Research scientist (life sciences),325107,GB50VGGQ9336688531657,2495218417250509,3.0,8660.0,2886.6666666666665,3886.0,2.0,272.0,0.011029411764705883,0.02663738399972932,33.0
562,Vamakshi,Chatterjee,Female,1985-04-21,"H.No. 76, Sankar Path",Madanapalle,Uttarakhand,452510,8856060577,raagini32@example.com,Petroleum engineer,767360,GB72VTTK5004712134488,180021107328039,2.0,5116.0,2558.0,3659.0,2.0,113.0,0.017699115044247787,0.006667014178482068,39.0
563,Vedant,Konda,Female,1985-11-01,"38/764
Hans Street",Narasaraopet,Nagaland,711854,6418929568,ramaharish@example.org,Nature conservation officer,1944189,GB43CAXC6546242051443,3528536870016730,4.0,10492.0,2623.0,4571.0,3.0,495.0,0.00808080808080808,0.005396594672637279,39.0
564,Sathvik,Dara,Female,1983-01-19,"H.No. 93
Dara Chowk",Thiruvananthapuram,Chhattisgarh,823780,912498577346,zmemon@example.org,Operational investment banker,1465075,GB52WZHI9929129816985,4119095509523440816,4.0,21149.0,5287.25,8699.0,3.0,660.0,0.006060606060606061,0.014435438458781974,42.0
565,Hemang,Ahluwalia,Female,1997-10-12,"12/643, Bhavsar Nagar",Jammu,Himachal Pradesh,231593,911798361033,xkala@example.org,Archivist,1637814,GB46AFLO0405532145372,213127643421955,9.0,60279.0,6697.666666666667,9514.0,6.0,448.0,0.020089285714285716,0.03680454557110881,27.0
566,Naveen,Shenoy,Male,2005-01-14,"93/974
Goyal Nagar",Bhimavaram,Jharkhand,822350,2348684322,tbandi@example.org,Fine artist,399667,GB63TFKE4690448515034,374125237889608,4.0,22172.0,5543.0,8216.0,4.0,518.0,0.007722007722007722,0.05547618392311599,20.0
567,Bahadurjit,Doctor,Male,1975-05-24,"85, Sawhney",Kamarhati,Karnataka,213286,6618613615,odikamutti@example.com,"Psychologist, prison and probation services",1489491,GB49NVUM5222542751216,3559959165361599,1.0,7701.0,7701.0,7701.0,1.0,0.0,0.0,0.005170222579391215,49.0
568,Anmol,Mistry,Female,1992-06-18,"89, Arya Marg",Raichur,Tamil Nadu,290612,6336618796,vwagle@example.net,Corporate investment banker,1739939,GB53GYWG7599832325232,3550669842255465,3.0,6584.0,2194.6666666666665,4104.0,3.0,389.0,0.007712082262210797,0.003784040704875286,32.0
569,Jalsa,Merchant,Male,1997-09-14,"H.No. 934
Setty Chowk",Siliguri,Arunachal Pradesh,720882,912735508982,daminiiyer@example.com,Engineering geologist,1486333,GB08YHIE4618516478832,4902849011961357,3.0,24799.0,8266.333333333334,9117.0,2.0,471.0,0.006369426751592357,0.016684686406074546,27.0
570,Qarin,Gara,Female,2002-12-22,"60, Batta Circle",Jalgaon,Uttarakhand,936495,5730568781,teerthmannan@example.net,"Teacher, English as a foreign language",247096,GB02OMCB0790883854006,4039845270902039,6.0,34687.0,5781.166666666667,8437.0,4.0,534.0,0.011235955056179775,0.140378638262052,22.0
571,Damini,Chaudhari,Male,1977-07-15,"20/639
Sem Nagar",Pimpri-Chinchwad,Kerala,371805,5146961183,miteshmurty@example.org,Restaurant manager,261494,GB10NWTU4151080989358,4102253598916,9.0,57465.0,6385.0,9955.0,7.0,499.0,0.018036072144288578,0.219756476248021,47.0
572,Rishi,Mallick,Male,1991-06-09,"611
Balakrishnan Nagar",Davanagere,Gujarat,44571,571099499,lreddy@example.com,"Therapist, speech and language",925044,GB53ILCU2420177501626,4705056736804,2.0,12369.0,6184.5,6857.0,2.0,152.0,0.013157894736842105,0.013371255853775604,33.0
573,Barkha,Taneja,Female,1982-07-11,"H.No. 483, Ghose Nagar",Kolkata,Maharashtra,273606,910315290997,udyati85@example.com,Production manager,1729606,GB12YFGW5158486164480,676109854668,9.0,32798.0,3644.222222222222,7996.0,5.0,661.0,0.01361573373676248,0.01896270017564694,42.0
574,Abha,Som,Female,1987-02-20,"H.No. 47, Halder Path",Mahbubnagar,Telangana,558731,914889171400,sathvik13@example.net,Public relations officer,1087711,GB17SZJZ2352644677804,4548136172452164,6.0,22870.0,3811.6666666666665,9952.0,4.0,379.0,0.0158311345646438,0.021025805567839253,37.0
575,Thomas,Date,Female,1998-02-07,"290
Goyal Chowk",Gandhidham,Tamil Nadu,710829,915657757090,msanghvi@example.org,Information systems manager,650443,GB76LRQK2819137690697,180007196178161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
576,Waida,Chada,Male,1998-03-11,"51, Vasa Chowk",Mira-Bhayandar,Jharkhand,48228,8744052875,nimratnarayan@example.net,Farm manager,596378,GB11AELO9530091137339,3537898834045034,8.0,53025.0,6628.125,9861.0,4.0,473.0,0.016913319238900635,0.08891173047966222,26.0
577,Anya,Bose,Male,1984-08-07,"93/784
Char Road",Saharanpur,Bihar,769428,1434187950,omya98@example.org,Armed forces operational officer,1082315,GB12PFEC6442431315300,4159901976753,7.0,46430.0,6632.857142857143,9672.0,7.0,550.0,0.012727272727272728,0.04289878639767535,40.0
578,Nikita,Mangat,Female,1980-08-08,"H.No. 58
Chacko Marg",Bongaigaon,Uttarakhand,407807,5482268050,meghasaxena@example.org,Glass blower/designer,265162,GB14PWNE9235420712278,3572740334695940,8.0,40355.0,5044.375,7837.0,5.0,616.0,0.012987012987012988,0.15218998197328426,44.0
579,Christopher,Chokshi,Female,1982-02-05,"84/14, Walla Path",Sangli-Miraj & Kupwad,Tripura,237823,302209461,dakshdubey@example.net,Landscape architect,874761,GB74GGZA4758979625116,374796884148181,4.0,15406.0,3851.5,7027.0,4.0,423.0,0.009456264775413711,0.017611667644076498,43.0
580,Hiral,Nagi,Male,1993-02-08,"H.No. 058
Pal",Belgaum,West Bengal,363877,2541430782,kairajan@example.org,Geographical information systems officer,1485261,GB03ZZSF1518607603591,5537117128539437,4.0,27668.0,6917.0,8689.0,3.0,416.0,0.009615384615384616,0.018628375753487098,32.0
581,Vedant,Naidu,Female,1989-03-28,"839
Bhatia Chowk",Sagar,Manipur,120933,912655269519,aashikala@example.org,Public house manager,944793,GB73DQKC8561214567922,502062799619,6.0,41426.0,6904.333333333333,9331.0,4.0,568.0,0.01056338028169014,0.043846641539469496,35.0
582,Manthan,Din,Female,1996-01-29,"48/11
Saraf Road",Gandhinagar,Bihar,531238,1073171756,deshpandejhalak@example.org,Community pharmacist,1543489,GB52YBUG3998437437958,4367530212423055051,1.0,8311.0,8311.0,8311.0,1.0,0.0,0.0,0.0053845540849335495,29.0
583,Hiral,Manda,Female,1994-05-12,"020, Korpal Path",Dibrugarh,Manipur,279614,918935358422,sandalkeya@example.org,Acupuncturist,1076936,GB06TIWN4715583569073,6011879952852292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
584,Wriddhish,Dani,Female,1992-07-27,"H.No. 023
Raj Chowk",Sasaram,Punjab,850554,6539672407,zehaan33@example.com,Heritage manager,1823205,GB47AFGH4891859179301,4047999694192980,1.0,3236.0,3236.0,3236.0,1.0,0.0,0.0,0.0017748964049572045,32.0
585,Farhan,Reddy,Female,2003-07-10,"745
Pathak Marg",Jabalpur,Meghalaya,725329,8969278101,daksh68@example.net,Archivist,1446915,GB19GWIR7184363248786,3549077042292326,8.0,44606.0,5575.75,9055.0,5.0,699.0,0.011444921316165951,0.03082834858993099,21.0
586,Ria,Kala,Female,1993-08-03,"51
Ranganathan Path",Proddatur,Jharkhand,595116,912638945736,jasongaba@example.org,Adult nurse,576805,GB70VDEG0735580543955,4238203652455615,8.0,52614.0,6576.75,9449.0,5.0,557.0,0.01436265709156194,0.09121626892970762,31.0
587,Joshua,Varughese,Female,1977-07-03,"H.No. 33
Sura Road",Sikar,Maharashtra,432765,7639303299,lakshitnanda@example.org,"Engineer, electronics",546334,GB49GMSX7199865784594,630417448903,7.0,37515.0,5359.285714285715,8741.0,6.0,299.0,0.023411371237458192,0.06866678625163361,47.0
588,Veer,Sridhar,Female,2004-05-18,"H.No. 39, Ravi Circle",Sambalpur,Karnataka,258926,8042761701,ysengupta@example.net,Fast food restaurant manager,509837,GB84CDOW4051922526894,676249470946,6.0,29187.0,4864.5,6895.0,5.0,503.0,0.011928429423459244,0.05724770858137013,20.0
589,Bahadurjit,Jha,Female,1983-11-27,"H.No. 871, Sarraf Ganj",Unnao,Maharashtra,777188,8493844043,fbhalla@example.com,Air broker,1500079,GB11WRAP4503994971121,340842453519237,5.0,33225.0,6645.0,9601.0,3.0,569.0,0.008787346221441126,0.022148833494769274,41.0
590,Azad,Yohannan,Female,1991-09-11,"723
Subramanian Circle",Tiruchirappalli,Meghalaya,397755,913065306663,leela02@example.org,Insurance risk surveyor,643472,GB26NOYL2526724345042,4834455060075975,3.0,15398.0,5132.666666666667,7539.0,2.0,211.0,0.014218009478672985,0.023929557152447968,33.0
591,Mekhala,Rattan,Male,2003-11-10,"H.No. 65, Bose Road",Mehsana,Mizoram,342517,1783492692,amairadayal@example.org,Broadcast engineer,1120407,GB89STIA9199067933491,5339371044566541,4.0,20308.0,5077.0,7877.0,4.0,618.0,0.006472491909385114,0.018125556159502752,21.0
592,Megha,Dubey,Male,1994-02-12,"43, Nagi Nagar",Panchkula,Chhattisgarh,291990,916959085007,bguha@example.com,Software engineer,1359193,GB22MURO3708961366195,4792313893560350,5.0,29159.0,5831.8,9275.0,4.0,392.0,0.012755102040816327,0.021453171109621666,31.0
593,Jagvi,Dugal,Male,1979-06-09,"474, Oommen Chowk",Solapur,Jharkhand,528901,911793308639,elijah38@example.org,"Conservator, museum/gallery",959326,GB52OZKV0722371856060,4390407579881326816,7.0,27017.0,3859.5714285714284,6761.0,5.0,514.0,0.013618677042801557,0.028162480741687392,45.0
594,Ekani,Arora,Male,1977-03-21,"37/35, Mann Ganj",Pondicherry,Rajasthan,133241,3939451485,asahni@example.org,Midwife,1628563,GB78KJXD7044854866293,373703878777075,9.0,43537.0,4837.444444444444,9813.0,6.0,626.0,0.01437699680511182,0.026733383971022307,47.0
595,Mahika,Divan,Male,1989-11-28,"54/455
Misra Zila",Tirunelveli,Tripura,661629,1940703164,rnarang@example.org,Purchasing manager,945348,GB16CPOJ2923055630067,676164244318,4.0,13802.0,3450.5,6740.0,3.0,511.0,0.007827788649706457,0.014599914528829595,35.0
596,Raghav,Sundaram,Male,2001-02-05,"28
Narang Circle",Madhyamgram,Arunachal Pradesh,730599,7499724498,ushenoy@example.org,"Restaurant manager, fast food",461437,GB81JPGS7738729065594,3525526863340075,9.0,43219.0,4802.111111111111,8484.0,6.0,543.0,0.016574585635359115,0.09366175664283531,24.0
597,Aarna,Ratta,Female,1999-07-24,"H.No. 281
Bajwa Circle",Cuttack,Mizoram,905821,7144931235,zilmilpalan@example.org,Pensions consultant,603054,GB50LEWW7082099440205,180060488655636,1.0,4860.0,4860.0,4860.0,1.0,0.0,0.0,0.008058979792854372,25.0
598,Pavani,Bains,Male,1987-09-29,"H.No. 375, Datta Marg",Jamshedpur,Mizoram,660820,3327449919,lrattan@example.org,Magazine features editor,571054,GB96SGME5452070077453,4602591135984591,9.0,43348.0,4816.444444444444,9402.0,6.0,491.0,0.018329938900203666,0.0759087581909942,37.0
599,Gopal,Sawhney,Male,1986-02-21,"79
Mohanty Zila",Bulandshahr,Chhattisgarh,462440,339748999,aryan26@example.org,"Scientist, research (maths)",1952962,GB12UINP1198006936407,30491611140166,8.0,50863.0,6357.875,9499.0,6.0,660.0,0.012121212121212121,0.0260440295305285,38.0
600,Baghyawati,Dora,Female,1994-02-23,"H.No. 23
Modi Ganj",Saharsa,Goa,898586,918275624261,yasti72@example.net,Industrial/product designer,718347,GB94AVEP1268833575144,4890572797025,6.0,29501.0,4916.833333333333,8274.0,6.0,546.0,0.01098901098901099,0.04106789615603601,30.0
601,Charles,Srivastava,Male,1980-04-20,"51/838
Khare Marg",Motihari,Telangana,347998,2463123057,fvirk@example.net,Operational researcher,448443,GB23HPHN2612757815925,2720105101383877,1.0,3629.0,3629.0,3629.0,1.0,0.0,0.0,0.008092444301728424,44.0
602,Aachal,Sankar,Male,1979-12-19,"733, Vyas Marg",Berhampur,Mizoram,888068,8592320568,bahadurjitkadakia@example.net,"Lighting technician, broadcasting/film/video",1450206,GB02CEHE2674096102852,6538862828762964,6.0,32447.0,5407.833333333333,8952.0,4.0,457.0,0.01312910284463895,0.022374062719365387,45.0
603,Ijaya,Kale,Male,1991-08-06,"549, Varty Road",Hubli–Dharwad,Odisha,937320,914172372778,qchacko@example.org,Building surveyor,996911,GB91BTPR9150668183935,371263739303332,7.0,45265.0,6466.428571428572,9347.0,5.0,433.0,0.016166281755196306,0.045405256838373736,33.0
604,Upma,Singhal,Female,2005-01-16,"53
Sarma Street",Purnia,Madhya Pradesh,8809,917999310277,msant@example.org,Water quality scientist,573789,GB19ZMKP4447561610229,2704676791319611,8.0,42995.0,5374.375,8717.0,5.0,599.0,0.01335559265442404,0.07493172577376005,20.0
605,Dakshesh,Dora,Female,1989-07-19,"252, Bora Circle",Madanapalle,Bihar,941788,3965413737,indira79@example.net,Landscape architect,849514,GB79JZEY6877491095906,4687314015901135805,7.0,30530.0,4361.428571428572,8155.0,5.0,657.0,0.0106544901065449,0.03593819525046085,35.0
606,Meghana,Wali,Female,1991-04-04,"75
Contractor Nagar",Kanpur,Telangana,371248,911474691866,charan25@example.com,Psychiatric nurse,607215,GB15CVBF9019208145858,60461468559,2.0,16048.0,8024.0,8140.0,2.0,312.0,0.00641025641025641,0.02642885962962048,33.0
607,Harish,Lalla,Male,1988-08-22,"H.No. 179
Nagy Circle",Sultan Pur Majra,Tripura,860232,1544746108,jprabhakar@example.com,Clinical cytogeneticist,1645513,GB41CRLG0890170542478,676197093583,8.0,31458.0,3932.25,9247.0,6.0,538.0,0.01486988847583643,0.019117442402460508,36.0
608,Nidhi,Devi,Male,1985-05-07,"608, Singhal Ganj",Nandyal,Uttarakhand,548071,9754634370,barkhabumb@example.com,Hydrogeologist,765451,GB53GRHF9914032655332,30187092899862,1.0,1694.0,1694.0,1694.0,1.0,0.0,0.0,0.002213074383598689,39.0
609,Chasmum,Chatterjee,Female,1987-07-31,"491
Korpal Road",Dhanbad,Nagaland,656549,9518757843,yashica92@example.net,"Radiographer, therapeutic",543769,GB60ESLX3947106876487,4607858130196,8.0,27641.0,3455.125,7594.0,6.0,495.0,0.01616161616161616,0.05083224678126189,37.0
610,Zinal,Chakrabarti,Female,1994-01-29,"H.No. 299
Oak Street",Malda,Bihar,802960,3194438586,sethiom@example.com,Travel agency manager,1561105,GB11ODFD7727031702471,6011106531998713,4.0,27127.0,6781.75,9876.0,4.0,472.0,0.00847457627118644,0.017376794001684705,31.0
611,Sudiksha,Bahri,Male,2003-03-28,"H.No. 24, Madan Marg",Tinsukia,Himachal Pradesh,104449,9461137754,hegdevarenya@example.net,Pharmacologist,204327,GB11UHWQ4720964117637,4849981010649067,6.0,39686.0,6614.333333333333,9849.0,4.0,655.0,0.00916030534351145,0.1942278798200923,21.0
612,Hemal,Rastogi,Female,1990-10-06,"H.No. 93
Chakrabarti Street",Karimnagar,Nagaland,668395,4168494536,patilhenry@example.com,Data scientist,1087087,GB92PSTJ2108895792734,213110209562404,9.0,45012.0,5001.333333333333,7729.0,5.0,472.0,0.019067796610169493,0.041406069615403364,34.0
613,Yashodhara,Borah,Female,1989-07-17,"H.No. 256, Oommen Ganj",Shimoga,Manipur,759100,914923579102,ekansh81@example.com,Ambulance person,866040,GB14IPJL4501274765310,4220039907340,2.0,2625.0,1312.5,2389.0,2.0,286.0,0.006993006993006993,0.003031037827352085,35.0
